,url,domain,class
1753,l.gettvwizard.com,gettvwizard,legit
1754,htqtddacadwfoect.org,htqtddacadwfoect,dga
1755,tmgskmvaxftffa.com,tmgskmvaxftffa,dga
1756,ziuabarbatului.ro,ziuabarbatului,legit
1757,api.getmagno.com,getmagno,legit
1758,lduz.su,lduz,legit
1759,www.feelhomely.com,feelhomely,legit
1760,mysafedownload.com,mysafedownload,legit
1761,markben390.no-ip.org,no-ip,legit
1762,action.logger.baofeng.com,baofeng,legit
1763,d21bsqatndqkg8.cloudfront.net,cloudfront,legit
1764,lavabit.com,lavabit,legit
1765,yzzfmrnmegm.com,yzzfmrnmegm,dga
1766,optiver.com.au,optiver,legit
1767,moneygnom.com,moneygnom,legit
1768,iedzvuyxzihzdwccayx.com,iedzvuyxzihzdwccayx,dga
1769,silver-ghost.no-ip.biz,no-ip,legit
1770,feidowns.com,feidowns,legit
1771,poinakvh.com,poinakvh,legit
1772,api.ipinfodb.com,ipinfodb,legit
1773,xzfqmrfmyuaxs.com,xzfqmrfmyuaxs,dga
1774,sarwar1.no-ip.biz,no-ip,legit
1775,iiibljmutru.org,iiibljmutru,dga
1776,swtdx.ru,swtdx,legit
1777,www.espace-hotelier.com,espace-hotelier,legit
1778,ours.infoiswhatwedo.com,infoiswhatwedo,legit
1779,trenpalau.com,trenpalau,legit
1780,pixemia.com,pixemia,legit
1781,izisu9xewjls.51h6ni7odk.com,51h6ni7odk,dga
1782,rabiaa.no-ip.biz,no-ip,legit
1783,kyswjfihahaxmganx.info,kyswjfihahaxmganx,dga
1784,tollefsondesign.com,tollefsondesign,legit
1785,vqtyyv.de,vqtyyv,legit
1786,irc.overthetopseo.com,overthetopseo,legit
1787,stat.torchbrowser.com,torchbrowser,legit
1788,nuritech.com,nuritech,legit
1789,contabilidaduncp.com,contabilidaduncp,legit
1790,ktaoguuj.yt,ktaoguuj,legit
1791,ads.under-myscreen.be,under-myscreen,legit
1792,www.update.microsoft.com,microsoft,legit
1793,prof.youandmeandmeandyouhihi.com,youandmeandmeandyouhihi,legit
1794,abnqumgstmnwpge.com,abnqumgstmnwpge,dga
1795,crynigermike.com,crynigermike,legit
1796,crl.usertrust.com,usertrust,legit
1797,voila.fr,voila,legit
1798,gangkyi.com,gangkyi,legit
1799,kwsrmhroj.com,kwsrmhroj,dga
1800,www.baysingerlaw.com,baysingerlaw,legit
1801,rstjohxvafpdil.com,rstjohxvafpdil,dga
1802,owsxylebhmuzver.com,owsxylebhmuzver,dga
1803,boxore.com,boxore,legit
1804,sjuepxafyn.at,sjuepxafyn,dga
1805,zoommido.no-ip.biz,no-ip,legit
1806,www.alternative-aquitaine.co.uk,alternative-aquitaine,legit
1807,de.resource-efiles-drive.com,resource-efiles-drive,legit
1808,www.nexopia.com,nexopia,legit
1809,ads.eorezo.com,eorezo,legit
1810,winu.secureddl.com,secureddl,legit
1811,optimizepro.biz,optimizepro,legit
1812,masterelectric.net,masterelectric,legit
1813,nutqauytva7azxd.com,nutqauytva7azxd,dga
1814,dygsq.com,dygsq,legit
1815,www.upsilon89.com,upsilon89,legit
1816,vamhicmgetdq.pl,vamhicmgetdq,dga
1817,d.agkn.com,agkn,legit
1818,dlqnwkd.appclick.kr,appclick,legit
1819,sullyfrance.com,sullyfrance,legit
1820,kompirisojajca.noip.me,noip,legit
1821,uoneiidbgd.com,uoneiidbgd,dga
1822,south-america.pool.ntp.org,ntp,legit
1823,yourDns.crabdance.com,crabdance,legit
1824,kurdm123456.no-ip.biz,no-ip,legit
1825,yourdomain.com,yourdomain,legit
1826,qualitypianomoving.com,qualitypianomoving,legit
1827,8pcuhni0h1.site,8pcuhni0h1,dga
1828,mrhb6l7emnsnnw4pbg1auiwde.org,mrhb6l7emnsnnw4pbg1auiwde,dga
1829,www.jarrete.qc.ca,jarrete,legit
1830,srv.zippro.ru,zippro,legit
1831,segfdsjhgj333.com,segfdsjhgj333,dga
1832,le-mariage.com,le-mariage,legit
1833,oyzeq.su,oyzeq,legit
1834,fzzxkhmkfunhotpjmdoy.com,fzzxkhmkfunhotpjmdoy,dga
1835,thedonaldsongroup.com,thedonaldsongroup,legit
1836,imbxorfmgtwqpmxnz.com,imbxorfmgtwqpmxnz,dga
1837,jesusfountain.redirectme.net,redirectme,legit
1838,thedragonfly.pw,thedragonfly,legit
1839,trinity-works.com,trinity-works,legit
1840,api.tramagno.com,tramagno,legit
1841,grassitup.com,grassitup,legit
1842,gpaiuaasntnqycyhr.com,gpaiuaasntnqycyhr,dga
1843,www.google.com,google,legit
1844,www.signatureseriesoil.com,signatureseriesoil,legit
1845,dttqjwttmjbdj.plahost.com,plahost,legit
1846,purplegreen.chickenkiller.com,chickenkiller,legit
1847,affinity-law.com,affinity-law,legit
1848,inventive-design.ro,inventive-design,legit
1849,cinnamyn.com,cinnamyn,legit
1850,innovativesln.com,innovativesln,legit
1851,whxsst.ru,whxsst,legit
1852,jpmofa.serveblog.net,serveblog,legit
1853,idede.sbkml.k12.tr,sbkml,legit
1854,www.when-to-change-oil.com,when-to-change-oil,legit
1855,ww29.static.filermagno.com,filermagno,legit
1856,9bwlvgdm6o.site,9bwlvgdm6o,dga
1857,vpsroot.zapto.org,zapto,legit
1858,swatnet.no-ip.biz,no-ip,legit
1859,restaurantegoa.com,restaurantegoa,legit
1860,api.v2.secdls.com,secdls,legit
1861,1lbpyxp2p9jefrdcl56s6abaw.com,1lbpyxp2p9jefrdcl56s6abaw,dga
1862,capitalistocracy.com,capitalistocracy,legit
1863,prk.proklcit.cu.cc,prk.proklcit,dga
1864,static.api.pj3r0fus.com,pj3r0fus,dga
1865,pugeaqmrswtzxoa.com,pugeaqmrswtzxoa,dga
1866,zhbvbxixvwryd.com,zhbvbxixvwryd,dga
1867,1800callabe.com,1800callabe,legit
1868,asusupdater.tk,asusupdater,legit
1869,jdautocentergyn.com.br,jdautocentergyn,legit
1870,colourprint.nl,colourprint,legit
1871,www.myexternalip.com,myexternalip,legit
1872,smtp.mail.ru,mail,legit
1873,edwvtadrammp.pm,edwvtadrammp,legit
1874,static.api.magnoexe.com,magnoexe,legit
1875,api.themagnosoft.com,themagnosoft,legit
1876,comcast.at,comcast,legit
1877,www.chinese-s.adobe.com,adobe,legit
1878,dokvf.com,dokvf,legit
1879,stun.ideasip.com,ideasip,legit
1880,coingnom.com,coingnom,legit
1881,obrufmndrxzjjtcvpd.com,obrufmndrxzjjtcvpd,dga
1882,safebytesanalytics.com,safebytesanalytics,legit
1883,toddpipe.com,toddpipe,legit
1884,cmpsmarter-downloader.maynemyltf.netdna-cdn.com,netdna-cdn,legit
1885,bourginator.zapto.org,zapto,legit
1886,teles4.com,teles4,legit
1887,seaqrchermetalechers.org,seaqrchermetalechers,legit
1888,img-s-msn-com.akamaized.net,akamaized,legit
1889,efugusgdugugg.ru,efugusgdugugg,legit
1890,krkoor.no-ip.biz,no-ip,legit
1891,ynuvcbfsnbslyqaaa.com,ynuvcbfsnbslyqaaa,dga
1892,bfftqseri.nl,bfftqseri,legit
1893,www.torchbrowser.com,torchbrowser,legit
1894,jtp888888.ru,jtp888888,legit
1895,www.asp1128.com,asp1128,dga
1896,timetoeatout.com,timetoeatout,legit
1897,fzfqphobttefkhbvkzs.com,fzfqphobttefkhbvkzs,dga
1898,garrityasphalt.com,garrityasphalt,legit
1899,upd.alpha00001.com,alpha00001,legit
1900,lupeiting.f3322.org,f3322,legit
1901,www.ip138.com,ip138,legit
1902,degreat248.no-ip.org,no-ip,legit
1903,gbufwx.biz,gbufwx,legit
1904,fktihyjhkomdxqkucg.com,fktihyjhkomdxqkucg,dga
1905,gxgeregrxwuljt.com,gxgeregrxwuljt,dga
1906,maazmedia.com,maazmedia,legit
1907,midwestga.com,midwestga,legit
1908,gilisoft.com,gilisoft,legit
1909,kobodor.de,kobodor,legit
1910,install.media-get.ru,media-get,legit
1911,wyxogrhrmdqg.it,wyxogrhrmdqg,dga
1912,survey-winner.net,survey-winner,legit
1913,qmeuxytpxbf.com,qmeuxytpxbf,dga
1914,www.pferd.com,pferd,legit
1915,paulaggg.com,paulaggg,legit
1916,aulbbiwslxpvvphxnjij.biz,aulbbiwslxpvvphxnjij,dga
1917,julpwwtnv.com,julpwwtnv,dga
1918,ydpfytpcadysoirmjgiqgcaxkpr.biz,ydpfytpcadysoirmjgiqgcaxkpr,dga
1919,stats.ourstatssrv.com,ourstatssrv,legit
1920,stunserver.org,stunserver,legit
1921,hbyxpqjkm.com,hbyxpqjkm,dga
1922,alabamaenergysuppliers.com,alabamaenergysuppliers,legit
1923,kowvfrrssstg.org,kowvfrrssstg,dga
1924,aefhpiaepgfiaeirod.ru,aefhpiaepgfiaeirod,dga
1925,upgrading-center.com,upgrading-center,legit
1926,www.mer30.org,mer30,legit
1927,sovereigntransport.com,sovereigntransport,legit
1928,place2game.ru,place2game,legit
1929,blogtopcms.com,blogtopcms,legit
1930,d1i7ropkaaw797.cloudfront.net,cloudfront,legit
1931,www.ljrockstar.com,ljrockstar,legit
1932,isle-karnataka.org,isle-karnataka,legit
1933,d4rkp00l2.com,d4rkp00l2,dga
1934,victima.no-ip.org,no-ip,legit
1935,anonymous169.no-ip.biz,no-ip,legit
1936,www.peony-download.com,peony-download,legit
1937,tmmczjtqjlvngae.com,tmmczjtqjlvngae,dga
1938,bigjohnsbeefjerky.com,bigjohnsbeefjerky,dga
1939,nadidiabetes.com.my,nadidiabetes,legit
1940,ethostraining.es,ethostraining,legit
1941,niray.com.cn,niray,legit
1942,coordinizespart.biz,coordinizespart,legit
1943,www.trbinaryoptions.com,trbinaryoptions,legit
1944,static.kkmagno.com,kkmagno,legit
1945,track.v2.sslsecure5.com,sslsecure5,legit
1946,nd-evenementiel.com,nd-evenementiel,legit
1947,staticrr.sslsecure8.com,sslsecure8,legit
1948,lucantaru.it,lucantaru,legit
1949,dvfw75w58kcex.centahost.com,centahost,legit
1950,load.losretalesdemj.com,losretalesdemj,legit
1951,indeedlinkme.com,indeedlinkme,legit
1952,ciudad.com.ar,ciudad,legit
1953,penangstreetfood.net,penangstreetfood,legit
1954,www3.xpg.uol.com.br,uol,legit
1955,pyslwhnbtvolofp.work,pyslwhnbtvolofp,dga
1956,ryumachi-jp.com,ryumachi-jp,legit
1957,google.com,google,legit
1958,manjena.com,manjena,legit
1959,iconservices.biz,iconservices,legit
1960,fkzineoft.biz,fkzineoft,legit
1961,ydomolyne.de,ydomolyne,legit
1962,www.cnam}ophkdvgiaiyqusnoou*ehm-su.qaq,qaq,legit
1963,xqf9a03r.hn9dpajz.netdna-cdn.com,netdna-cdn,legit
1964,xuvlqkrf.yt,xuvlqkrf,dga
1965,okujytoce.de,okujytoce,legit
1966,ekodin.rs,ekodin,legit
1967,directxex.com,directxex,legit
1968,cwvancouver.com,cwvancouver,legit
1969,cee6a9.api.socdn.com,socdn,legit
1970,killaprod.chickenkiller.com,chickenkiller,legit
1971,logging-lb-2108131359.us-east-1.elb.amazonaws.com,amazonaws,legit
1972,noswoqexih.kz,noswoqexih,dga
1973,installer.ppdownload.com,ppdownload,legit
1974,dodgeri.no-ip.org,no-ip,legit
1975,installationproxy365.com,installationproxy365,legit
1976,huscr.ru,huscr,legit
1977,kamaruka.vic.edu.au,kamaruka,legit
1978,coolkidslearn.com,coolkidslearn,legit
1979,link-list-uk.com,link-list-uk,legit
1980,heniijanjgxcoa.de,heniijanjgxcoa,legit
1981,whitbreadhotels.com,whitbreadhotels,legit
1982,brgffvvpnqju.xyz,brgffvvpnqju,dga
1983,etymologie-occitane.fr,etymologie-occitane,legit
1984,cdqvfoezutpworgjg.com,cdqvfoezutpworgjg,dga
1985,sp-storage.conduit-services.com,conduit-services,legit
1986,fget-career.com,fget-career,legit
1987,uorevmuqhrfq.biz,uorevmuqhrfq,dga
1988,www.googleadservices.com,googleadservices,legit
1989,lunchitsprofuse.ru,lunchitsprofuse,legit
1990,topex.ro,topex,legit
1991,euivbsnfik.s8ku4ud.com,s8ku4ud,dga
1992,nokiahouse.com,nokiahouse,legit
1993,da7dg72c.ddns.net,ddns,legit
1994,prospexleads.com,prospexleads,legit
1995,csmofrotzrce.com,csmofrotzrce,legit
1996,www.doctsf.com,doctsf,legit
1997,vpshost4me.myftp.org,myftp,legit
1998,pcpeds.com,pcpeds,legit
1999,saedsnnwpx.at,saedsnnwpx,dga
2000,braqo.no-ip.biz,no-ip,legit
2001,vfcnugadnuhaoebzwaq.com,vfcnugadnuhaoebzwaq,dga
2002,foreverysun.info,foreverysun,legit
2003,www.technologiestuart.com,technologiestuart,legit
2004,djgabriellalavitt.com,djgabriellalavitt,legit
2005,pirateman123.no-ip.org,no-ip,legit
2006,ronddwifxgmhjlnch.com,ronddwifxgmhjlnch,dga
2007,orangefornowsee.webatu.com,webatu,legit
2008,orion-networks.net,orion-networks,legit
2009,installcollection.com,installcollection,legit
2010,semigain13.ddns.net,ddns,legit
2011,mjg.f3322.org,f3322,legit
2012,jsntwyjcv.com,jsntwyjcv,dga
2013,pour.reddirmon.fr,reddirmon,legit
2014,daynasmith.no-ip.biz,no-ip,legit
2015,anonymous18.no-ip.org,no-ip,legit
2016,fath.no-ip.biz,no-ip,legit
2017,proffidrivergold.info,proffidrivergold,legit
2018,8.esmbm.info,esmbm,legit
2019,iraqhero.no-ip.biz,no-ip,legit
2020,thegulfitjobs.com,thegulfitjobs,legit
2021,stormwildlifeart.com,stormwildlifeart,legit
2022,emisparkle.duckdns.org,duckdns,legit
2023,piegari.com.bo,piegari,legit
2024,darkcometgap.no-ip.biz,no-ip,legit
2025,backaviation.com,backaviation,legit
2026,customerbillingsolutions.com,customerbillingsolutions,legit
2027,eomc.net,eomc,legit
2028,download.microsoft.com,microsoft,legit
2029,pages.ebay.com,ebay,legit
2030,authentica-travel.com,authentica-travel,legit
2031,tostdost.no-ip.org,no-ip,legit
2032,inbicyclewetrust.com,inbicyclewetrust,legit
2033,dl.miniload.org,miniload,legit
2034,pagead2.googlesyndication.com,googlesyndication,legit
2035,brosersposter.com,brosersposter,legit
2036,nnvfw.net,nnvfw,legit
2037,www.weiwxin.com,weiwxin,legit
2038,facebooksurvey.no-ip.biz,no-ip,legit
2039,ladiesdehaan.be,ladiesdehaan,legit
2040,iqpmhfrvgp.com,iqpmhfrvgp,dga
2041,oolny.ru,oolny,legit
2042,aligadrii.no-ip.biz,no-ip,legit
2043,uzsmq.w4yserver.at,w4yserver,legit
2044,trafikms.name,trafikms,legit
2045,data.biphysics.com,biphysics,legit
2046,us2.litecoinpool.org,litecoinpool,legit
2047,systcheck.com,systcheck,legit
2048,rediffmail.com,rediffmail,legit
2049,19012015.stuff-4-sale.org,stuff-4-sale,legit
2050,silverlove.no-ip.biz,no-ip,legit
2051,bocr.cz,bocr,legit
2052,slcago.org,slcago,legit
2053,aqgmbfulikbyeemmofu.com,aqgmbfulikbyeemmofu,dga
2054,root1.turktravestiler.net,turktravestiler,legit
2055,patrickmartin.com,patrickmartin,legit
2056,jeep4ever.no-ip.biz,no-ip,legit
2057,ruoikrrfvq.com,ruoikrrfvq,dga
2058,cktncosb.ru,cktncosb,legit
2059,dnsservicekl2.ru,dnsservicekl2,legit
2060,microsecurx3.ddns.net,ddns,legit
2061,dnsseed.spreadcoin.net,spreadcoin,legit
2062,api.apizipa.biz,apizipa,legit
2063,delanecanada.ca,delanecanada,legit
2064,cemuqixboqna.kz,cemuqixboqna,dga
2065,iizqfifeeykt.com,iizqfifeeykt,dga
2066,pingtest1.hopto.org,hopto,legit
2067,track.v2.sslsecure3.com,sslsecure3,legit
2068,earthlink.com,earthlink,legit
2069,staticrr.sslsecure6.com,sslsecure6,legit
2070,api.poolminers.net,poolminers,legit
2071,tnubaqcasvsfku.com,tnubaqcasvsfku,dga
2072,sellkicks4less.ru,sellkicks4less,legit
2073,xwxynimywawdjsxaanmk.com,xwxynimywawdjsxaanmk,dga
2074,93798c691aa2d5396923ca169bf7eafe.org,93798c691aa2d5396923ca169bf7eafe,dga
2075,hexxadexa.no-ip.info,no-ip,legit
2076,thecracker.no-ip.biz,no-ip,legit
2077,girl-hack.no-ip.biz,no-ip,legit
2078,shvabra2.eu,shvabra2,legit
2079,lhnys.ru,lhnys,legit
2080,nody360.no-ip.info,no-ip,legit
2081,www.footstepsphotography.co.uk,footstepsphotography,legit
2082,svoirdwiz.org,svoirdwiz,legit
2083,www.idyllicdownload.com,idyllicdownload,legit
2084,vipcount.dns-dns.com,dns-dns,legit
2085,lqlhwsfpwdhsuk.click,lqlhwsfpwdhsuk,dga
2086,xaker1x1.ucoz.ru,ucoz,legit
2087,vlogin.kuaibo.com,kuaibo,legit
2088,gefesosexwithjimmy.org,gefesosexwithjimmy,legit
2089,izilife.zapto.org,zapto,legit
2090,salah5556.no-ip.biz,no-ip,legit
2091,ringhole1.zapto.org,zapto,legit
2092,xsso.csmbc.org,csmbc,legit
2093,www.mamedos.net,mamedos,legit
2094,espace-hotelier.com,espace-hotelier,legit
2095,aoliro.in,aoliro,legit
2096,simasnoticefine.su,simasnoticefine,legit
2097,xflat.no-ip.biz,no-ip,legit
2098,beeprana.com,beeprana,legit
2099,csmbc.org,csmbc,legit
2100,dkpcztxjhlmgppzrd.com,dkpcztxjhlmgppzrd,dga
2101,mypersonalpathtopregnancy.com,mypersonalpathtopregnancy,legit
2102,eqlesda.pw,eqlesda,legit
2103,dsxxmzwgbfeaw.com,dsxxmzwgbfeaw,dga
2104,linq-goody-best.com,linq-goody-best,legit
2105,stratum.bitcoin.cz,bitcoin,legit
2106,vkthcdl.ru,vkthcdl,legit
2107,pivzovznpssx.com,pivzovznpssx,dga
2108,nvxbogkgd.com,nvxbogkgd,dga
2109,www.djapp.info,djapp,legit
2110,ldowojsg.com,ldowojsg,legit
2111,ajax.googleapis.com,googleapis,legit
2112,imp.fusioninstall.com,fusioninstall,legit
2113,d16hr9n7t75k58.cloudfront.net,cloudfront,legit
2114,bigsmoke987.my3gb.com,my3gb,legit
2115,jaymotion100.no-ip.biz,no-ip,legit
2116,www.paintball.be,paintball,legit
2117,goghe.ro,goghe,legit
2118,files.eplpro.com,eplpro,legit
2119,oopukseti.com,oopukseti,legit
2120,ewyhowidi.de,ewyhowidi,legit
2121,edtv.su,edtv,legit
2122,sgprinting.ca,sgprinting,legit
2123,ogzvvrbvfmyissw.com,ogzvvrbvfmyissw,dga
2124,signsaheadgalway.com,signsaheadgalway,legit
2125,zxjfcvfvhqfqsrpz.tor2web.fi,tor2web,legit
2126,bonke.no-ip.org,no-ip,legit
2127,summerairport.biz,summerairport,legit
2128,service.downloadadmin.com,downloadadmin,legit
2129,state.ace4allprinters.ca,ace4allprinters,legit
2130,mblmvrla.com,mblmvrla,dga
2131,www.kadirzerey.com,kadirzerey,legit
2132,arquiteturadigital.com,arquiteturadigital,legit
2133,iqhbyacfnea.com,iqhbyacfnea,dga
2134,azs.zapto.org,zapto,legit
2135,loinxruprmfkphiy.pl,loinxruprmfkphiy,dga
2136,dbprhmudebxkwvn.com,dbprhmudebxkwvn,dga
2137,dll.dynddns.us,dynddns,legit
2138,johntheawe.ddns.net,ddns,legit
2139,evumin.db.10326048.hostedresource.com,hostedresource,legit
2140,gv.symcb.com,symcb,legit
2141,llullzza.com,llullzza,legit
2142,uragekyca.de,uragekyca,legit
2143,fancyindustry.org,fancyindustry,legit
2144,e.freewebhostingarea.com,freewebhostingarea,legit
2145,obhmbdjxkgmzw.com,obhmbdjxkgmzw,dga
2146,kuyfpapjundhcit.com,kuyfpapjundhcit,dga
2147,lqocfuutlyqq.com,lqocfuutlyqq,dga
2148,reihtec.com,reihtec,legit
2149,tangotangocash.com,tangotangocash,legit
2150,r2.homebestmy.info,homebestmy,legit
2151,Green.Mexican.jumpingcrab.com,jumpingcrab,legit
2152,24hr-ro.com,24hr-ro,legit
2153,worazowxtkdznvvz.com,worazowxtkdznvvz,dga
2154,lachwichedz.no-ip.org,no-ip,legit
2155,hoqkuwadsi.kz,hoqkuwadsi,legit
2156,r2m.hopto.org,hopto,legit
2157,erotikod.de,erotikod,legit
2158,epotamcwrbptvg.com,epotamcwrbptvg,legit
2159,bethisraelcenter.org,bethisraelcenter,legit
2160,api.ibario.com,ibario,legit
2161,jxuynwdac.com,jxuynwdac,dga
2162,fargoessentials.org,fargoessentials,legit
2163,ugotkey.com,ugotkey,legit
2164,zzotndfljnskizxzgk.com,zzotndfljnskizxzgk,dga
2165,resrov.net,resrov,legit
2166,megapolisss006.su,megapolisss006,legit
2167,workstationsp.com.br,workstationsp,legit
2168,emissary.no-ip.biz,no-ip,legit
2169,macelleriapari.it,macelleriapari,legit
2170,b.wehelptoyou.com,wehelptoyou,legit
2171,www.embracebridal.com,embracebridal,legit
2172,milimalipali.com,milimalipali,legit
2173,xkmankidx.ddns.net,ddns,legit
2174,www.iktus.fr,iktus,legit
2175,thejonesact.com,thejonesact,legit
2176,bfgtwvhgsibiufmcerl.com,bfgtwvhgsibiufmcerl,dga
2177,kdqvaeal.be,kdqvaeal,dga
2178,5169.gnway.net,gnway,legit
2179,pvqwziehrqscosb.com,pvqwziehrqscosb,dga
2180,Hairy.Mexican.jumpingcrab.com,jumpingcrab,legit
2181,orfgpujhagltte.xyz,orfgpujhagltte,dga
2182,imaginet.com,imaginet,legit
2183,iryseleba.de,iryseleba,legit
2184,hichkaskl92.no-ip.org,no-ip,legit
2185,iecfkbwki.it,iecfkbwki,dga
2186,dustywinslow.com,dustywinslow,legit
2187,livedriverset.info,livedriverset,legit
2188,www.xxxxxxx.com,xxxxxxx,legit
2189,t10.baidu.com,baidu,legit
2190,colors-shapes.com,colors-shapes,legit
2191,nmnelnh.tf,nmnelnh,legit
2192,mystats.rgbdomsrv.com,rgbdomsrv,dga
2193,somethingnice.hc0.me,hc0,legit
2194,wvrujicjpykwrlohtlo.com,wvrujicjpykwrlohtlo,dga
2195,e5m1ue4hqkh5b6.8v2omaw.com,8v2omaw,dga
2196,installs.peperware.com,peperware,legit
2197,i7.baidu.com,baidu,legit
2198,and.nbspine.com,nbspine,legit
2199,zandekaron.no-ip.biz,no-ip,legit
2200,jetny.su,jetny,legit
2201,applestoreupdate.sytes.net,sytes,legit
2202,kmtdwujttxwj.com,kmtdwujttxwj,dga
2203,f83.filmesonlinemegavideo.com,filmesonlinemegavideo,legit
2204,dmresolver.service.distributionengine.conduit-services.com,conduit-services,legit
2205,quesoslaespecialdechia.com,quesoslaespecialdechia,legit
2206,addisonfab.com,addisonfab,legit
2207,cv.pointto.us,pointto,legit
2208,sf.symcb.com,symcb,legit
2209,megarinzler.duckdns.org,duckdns,legit
2210,kvadratoff.ru,kvadratoff,legit
2211,peorztbphu.com,peorztbphu,dga
2212,whois.tcinet.ru,tcinet,legit
2213,nhyjfubtfnozyqaswg.com,nhyjfubtfnozyqaswg,dga
2214,killerbillou.no-ip.org,no-ip,legit
2215,jtsgoerrsjgdopt.tf,jtsgoerrsjgdopt,legit
2216,scejxosi.in,scejxosi,dga
2217,ns4.mondns.me,mondns,legit
2218,mirror.valormall.info,valormall,legit
2219,www.thewalkcentre.org,thewalkcentre,legit
2220,designerhabit.co.uk,designerhabit,legit
2221,nutqauytva10azxd.com,nutqauytva10azxd,dga
2222,pixel.market-beast.com,market-beast,legit
2223,beauxarts-lb.com,beauxarts-lb,legit
2224,wkhk.net,wkhk,legit
2225,kimteoed1qnn14vunp.tq9u6zb2q.com,tq9u6zb2q,dga
2226,api.magnodownload.com,magnodownload,legit
2227,lqocfuutlyqq.biz,lqocfuutlyqq,dga
2228,entreprise.no-ip.info,no-ip,legit
2229,oceansidecpr.com,oceansidecpr,legit
2230,simulation.no-ip.biz,no-ip,legit
2231,www.ilivid.com,ilivid,legit
2232,gznvxlfppo.com,gznvxlfppo,dga
2233,zigaoo.no-ip.biz,no-ip,legit
2234,teacher.chickenkiller.com,chickenkiller,legit
2235,daobcnqwefamhdfcs.com,daobcnqwefamhdfcs,dga
2236,fabianonline.de,fabianonline,legit
2237,anizyraki.de,anizyraki,legit
2238,optproreporting.info,optproreporting,legit
2239,mqsqlwiwzlscl.com,mqsqlwiwzlscl,dga
2240,torque-drive-transynd-tes295-atf.com,torque-drive-transynd-tes295-atf,legit
2241,imp.oi-imp4.com,oi-imp4,dga
2242,api.ultimagno.com,ultimagno,legit
2243,cerrajeriaservicios.com,cerrajeriaservicios,legit
2244,receiveoffset.cc,receiveoffset,legit
2245,uorevmuqhrfq.org,uorevmuqhrfq,dga
2246,csc3-2010-crl.verisign.com,verisign,legit
2247,mbeeakkyzbt.net,mbeeakkyzbt,dga
2248,www.icigrain.com,icigrain,legit
2249,dl.dropboxusercontent.com,dropboxusercontent,legit
2250,ilovenanocore.chickenkiller.com,chickenkiller,legit
2251,c1.reportbox3.info,reportbox3,legit
2252,zrkdvzjhse.com,zrkdvzjhse,dga
2253,opobokuku.de,opobokuku,legit
2254,http://azistheog.duckdns.org,duckdns,legit
2255,wpjiuiinqrftny.pl,wpjiuiinqrftny,dga
2256,vakaltnduunw.pl,vakaltnduunw,dga
2257,goldberg-share.com,goldberg-share,legit
2258,bmg.de,bmg,legit
2259,cdn1.downloadaxel.com,downloadaxel,legit
2260,ww29.api.4magno.com,4magno,legit
2261,gawena.blink.pl,blink,legit
2262,updaterwindows.ddns.net,ddns,legit
2263,httppery.5gbfree.com,5gbfree,legit
2264,vdgksis.it,vdgksis,dga
2265,ip-addr.es,ip-addr,legit
2266,wnpin.ru,wnpin,legit
2267,mattiussiecologia.com,mattiussiecologia,legit
2268,techhdproductionz.no-ip.org,no-ip,legit
2269,eyggroup.com,eyggroup,legit
2270,hxonndqxnnvai.com,hxonndqxnnvai,dga
2271,static.tramagno.com,tramagno,legit
2272,anxztejxx.com,anxztejxx,dga
2273,lwoolfoc.ru,lwoolfoc,legit
2274,kcubcfuhwwn.com,kcubcfuhwwn,dga
2275,pghufhrci.eu,pghufhrci,dga
2276,advertisingprogramswiki.com,advertisingprogramswiki,legit
2277,logs.clientstaticserv.com,clientstaticserv,legit
2278,lovemydress.pl,lovemydress,legit
2279,24fkxhnr3cdtvwmy.onion.to,onion,legit
2280,dormfantasies.com,dormfantasies,legit
2281,nursenextdoor.com,nursenextdoor,legit
2282,jsngvficglxttjwg.com,jsngvficglxttjwg,dga
2283,cdn2.nonstopdownload.com,nonstopdownload,legit
2284,www.biurimex.pl,biurimex,legit
2285,goufhvbrffg.su,goufhvbrffg,dga
2286,songman1.no-ip.biz,no-ip,legit
2287,api.magnosix.com,magnosix,legit
2288,smtp.yandex.ru,yandex,legit
2289,n0limitnam3.no-ip.biz,no-ip,legit
2290,gimyysjpyad.eu,gimyysjpyad,dga
2291,t12.baidu.com,baidu,legit
2292,balkyuncritical.net,balkyuncritical,legit
2293,nuepdkau.com,nuepdkau,legit
2294,cuqxqbpbwo.com,cuqxqbpbwo,dga
2295,fantasticfins.com,fantasticfins,legit
2296,testforthefunyo.no-ip.org,no-ip,legit
2297,sniper-speed.no-ip.org,no-ip,legit
2298,zbtumkggai.at,zbtumkggai,dga
2299,www.you-boost.com,you-boost,legit
2300,7.esmbm.info,esmbm,legit
2301,catalogedpdf.org,catalogedpdf,legit
2302,ontistn.biz,ontistn,legit
2303,pingnetlink.com,pingnetlink,legit
2304,gevroxukpyk.com,gevroxukpyk,dga
2305,lqocfuutlyqq.ru,lqocfuutlyqq,dga
2306,shrib.com,shrib,legit
2307,support.webbels.info,webbels,legit
2308,qzuihuucrav.com,qzuihuucrav,dga
2309,ge.tt,ge,legit
2310,donotshotnigers.com,donotshotnigers,legit
2311,www.iconservices.biz,iconservices,legit
2312,ttxhqqdhwccx.biz,ttxhqqdhwccx,dga
2313,crl.comodoca.com,comodoca,legit
2314,udcri.ru,udcri,legit
2315,stratum2.wemineltc.com,wemineltc,legit
2316,api.bmagno.com,bmagno,legit
