,url,domain,class
13980,djkentaro.com,djkentaro,legit
13981,sdxttvpkxdooyoxt.com,sdxttvpkxdooyoxt,dga
13982,blessingshealthuk.com,blessingshealthuk,legit
13983,www.malwareanalysisbook.com,malwareanalysisbook,legit
13984,sysupdatenbz.com,sysupdatenbz,legit
13985,berkshirebusiness.org,berkshirebusiness,legit
13986,champdeslicornes.be,champdeslicornes,legit
13987,conf.f.360.cn,360,legit
13988,vikitarurepuq.com,vikitarurepuq,legit
13989,dufyhive.ru,dufyhive,legit
13990,searchbrief.org,searchbrief,legit
13991,saddlebrookschooldistrict.org,saddlebrookschooldistrict,legit
13992,omcmapiuigjtnafz.ru,omcmapiuigjtnafz,dga
13993,rmansys.ru,rmansys,legit
13994,mtbpeljctqsw.com,mtbpeljctqsw,dga
13995,ccxntbiok.info,ccxntbiok,legit
13996,hosageme.no-ip.biz,no-ip,legit
13997,aussiestockforums.com,aussiestockforums,legit
13998,widgets.amung.us,amung,legit
13999,sv84.intelsecurity.su,intelsecurity,legit
14000,rms-server.tektonit.ru,tektonit,legit
14001,services.freshy.com,freshy,legit
14002,fr.103.clickintext.net,clickintext,legit
14003,bumbleandbumble.com,bumbleandbumble,legit
14004,aihuutjj.cz.cc,aihuutjj,dga
14005,twhbi.com,twhbi,legit
14006,kurdboy330.no-ip.biz,no-ip,legit
14007,autdnsalmkwcure.com,autdnsalmkwcure,legit
14008,nbjgvallpxjaipw.pl,nbjgvallpxjaipw,dga
14009,fiqlrbrn.co.cc,fiqlrbrn,dga
14010,ms4all.twoplayers.net,twoplayers,legit
14011,avyhvzzpusujnwkjf.com,avyhvzzpusujnwkjf,dga
14012,4niggablack.no-ip.info,no-ip,legit
14013,www.newspapersubscription.co.in,newspapersubscription,legit
14014,goojier.gv.vg,goojier,legit
14015,oidlfdg.renamesys5.com,renamesys5,legit
14016,zombiebot.no-ip.org,no-ip,legit
14017,fishytrout.no-ip.info,no-ip,legit
14018,lysocoharogyg.com,lysocoharogyg,legit
14019,powevr.no-ip.biz,no-ip,legit
14020,prof.tuto4pc.com,tuto4pc,legit
14021,royratter.chickenkiller.com,chickenkiller,legit
14022,mas.archivum.info,archivum,legit
14023,xiguzow.ru,xiguzow,legit
14024,js.newinputinfoservice.com,newinputinfoservice,legit
14025,rnpuvbgjubsburp.pm,rnpuvbgjubsburp,dga
14026,hosting.cnrg.com.ua,cnrg,legit
14027,newsbrontima.com,newsbrontima,legit
14028,nordnet.fr,nordnet,legit
14029,vrskqvexnj.com,vrskqvexnj,dga
14030,cvoltin.com,cvoltin,legit
14031,fasternation.net,fasternation,legit
14032,findswam.org,findswam,legit
14033,freedm7host.co.cc,freedm7host,legit
14034,hdfhfd.c0m.li,c0m,legit
14035,cmich.edu,cmich,legit
14036,supernet.net,supernet,legit
14037,server-18.specialdesign.name,specialdesign,legit
14038,ftp.nxt.p.ht,ftp.nxt,dga
14039,msrgejsdyvekadh.com,msrgejsdyvekadh,dga
14040,magazinehf.chickenkiller.com,chickenkiller,legit
14041,police4.americasbestgelato.com,americasbestgelato,legit
14042,komerlvrx.co.cc,komerlvrx,legit
14043,ahmedno.no-ip.biz,no-ip,legit
14044,clds.net,clds,legit
14045,angkosoteknologi.co.id,angkosoteknologi,legit
14046,havemercyworld.co.za,havemercyworld,legit
14047,html5mocha.com,html5mocha,legit
14048,2comp3.zapto.org,zapto,legit
14049,kwimetal.in,kwimetal,legit
14050,nomics.de,nomics,legit
14051,beta.readrelay.com,readrelay,legit
14052,cool.securenetwork.host,securenetwork,legit
14053,cfaxowdaftvnsnnnupo.com,cfaxowdaftvnsnnnupo,dga
14054,www.clickpapa.com,clickpapa,legit
14055,bbs.tntsui.com,tntsui,legit
14056,hahecekis.com,hahecekis,legit
14057,booksell.info,booksell,legit
14058,3klu7chzbs.info,3klu7chzbs,dga
14059,exitlon.com,exitlon,legit
14060,autodebug.co.cc,autodebug,legit
14061,GMOGHAOBBANFGKNOHOAIIBEEKODIMBELMEEOMHEBMKKFJPGJPCHMPFIPAJICAMI.FAPIIACJLAFJOGIEFDCHOLKLEDOLHDBLKDELNDHLACKKDCNNGFANJFDMMEGMPEJ.MCDMLFDPLICCKLCFNO.ns1.msffncsi.com,msffncsi,dga
14062,scapr.com,scapr,legit
14063,fjik1.awardspace.com,awardspace,legit
14064,rzmxpzmhf.com,rzmxpzmhf,dga
14065,lujipyv.com,lujipyv,dga
14066,clubmeda.com,clubmeda,legit
14067,1onshel.no-ip.biz,no-ip,legit
14068,fpnyymobiyoof.ru,fpnyymobiyoof,legit
14069,gutterglovegutterprotection.com,gutterglovegutterprotection,legit
14070,police1.autobodyrepairoxfordohio.com,autobodyrepairoxfordohio,legit
14071,lowelectlights.ru,lowelectlights,legit
14072,d3.c4.b1.a1.top.list.ru,list,legit
14073,eoysboqyjy.com,eoysboqyjy,dga
14074,notepadx.no-ip.org,no-ip,legit
14075,jhkkssojlwnyjgnsslm.com,jhkkssojlwnyjgnsslm,dga
14076,csyxupvgu.ku3.in,ku3,legit
14077,simpsonshovel.com,simpsonshovel,legit
14078,najetadqxu.tv,najetadqxu,legit
14079,vupkimcu.com,vupkimcu,dga
14080,wordpress.com,wordpress,legit
14081,1qxycgzk0109z1xn4ucw1uzle5c.net,1qxycgzk0109z1xn4ucw1uzle5c,dga
14082,albertoshistory.info,albertoshistory,legit
14083,jifendownload.2345.cn,2345,legit
14084,htmthgurhtchwlhwklf.com,htmthgurhtchwlhwklf,dga
14085,ghfasdhgadsf.nl-web.net,nl-web,legit
14086,retsepts.in,retsepts,legit
14087,1463195933.web-scanerinternet.com,web-scanerinternet,legit
14088,importanttradition.ru,importanttradition,legit
14089,omqluoghcqw.com,omqluoghcqw,dga
14090,vpolew.ru,vpolew,legit
14091,www.google-analytics.com,google-analytics,legit
14092,juowccakdqaegjul.biz,juowccakdqaegjul,dga
14093,www.premiumsoft.info,premiumsoft,legit
14094,lorangeriedelareine.fr,lorangeriedelareine,legit
14095,kagu-hokuren.com,kagu-hokuren,legit
14096,xshnowdgxss.info,xshnowdgxss,dga
14097,awesomeguy.no-ip.biz,no-ip,legit
14098,6darkcomit.no-ip.org,no-ip,legit
14099,sycndpaccqplk.com,sycndpaccqplk,dga
14100,orange.pl,orange,legit
14101,evilomerta.no-ip.biz,no-ip,legit
14102,onlinecheckping.com,onlinecheckping,legit
14103,aaepablog.com,aaepablog,legit
14104,dnolwzyzsqkhjkqh.ru,dnolwzyzsqkhjkqh,dga
14105,empordalia.com,empordalia,legit
14106,pvgtfngqo.com,pvgtfngqo,dga
14107,orppro.org,orppro,legit
14108,guynwhkxgkeqtwlcsfyi.com,guynwhkxgkeqtwlcsfyi,dga
14109,minatech.net,minatech,legit
14110,lak.no-ip.info,no-ip,legit
14111,sgidtxfntf.usa.cc,usa,legit
14112,m2ucqrx6ot4p1ytxsi.8v2omaw.com,8v2omaw,legit
14113,smallcandy.cx.cc,smallcandy,legit
14114,jkowhqjmaucfbd.com,jkowhqjmaucfbd,dga
14115,premierhr.in,premierhr,legit
14116,lagner.taess.net,taess,legit
14117,eksyghskgsbakrys.com,eksyghskgsbakrys,dga
14118,xpiracyrt.is-into-cars.com,is-into-cars,legit
14119,quoteweajk1123.no-ip.info,no-ip,legit
14120,kchwkwr.no-ip.biz,no-ip,legit
14121,favoritecolla.net,favoritecolla,legit
14122,zoomnet.net,zoomnet,legit
14123,rwk.suras-ip.com,suras-ip,legit
14124,videosamplestore.com,videosamplestore,legit
14125,3zeroexe.no-ip.org,no-ip,legit
14126,col.com,col,legit
14127,giu45t54454.tk,giu45t54454,dga
14128,kpslhtttlpbviiued.pw,kpslhtttlpbviiued,dga
14129,o2.pl,o2,legit
14130,kebezyfademamu.com,kebezyfademamu,legit
14131,bemolaqijicy.com,bemolaqijicy,dga
14132,1f23bll16s7tkb1bwhjfe1mzsi4k.net,1f23bll16s7tkb1bwhjfe1mzsi4k,dga
14133,mosjinme.ru,mosjinme,legit
14134,neadbcybrg.net,neadbcybrg,legit
14135,evkrpsfpujijytoa.com,evkrpsfpujijytoa,dga
14136,nonstopownu.no-ip.org	,no-ip,legit
14137,img.youtube.com,youtube,legit
14138,thetourbus.com,thetourbus,legit
14139,darkman.no-ip.biz,no-ip,legit
14140,police1.foodstoragescam.com,foodstoragescam,legit
14141,menq123.gotdns.ch,gotdns,legit
14142,www.itgsolutions.nl,itgsolutions,legit
14143,ifotapkttjngtfnnttv.com,ifotapkttjngtfnnttv,dga
14144,1dctest123.no-ip.biz,no-ip,legit
14145,searchfindextend.org,searchfindextend,legit
14146,rchilene.in,rchilene,legit
14147,tamaral.org,tamaral,legit
14148,zoneij.com,zoneij,legit
14149,eblrbsnrh.com,eblrbsnrh,dga
14150,vnfra.com,vnfra,legit
14151,j27.bull-quantum-media.su,bull-quantum-media,legit
14152,jeteater13.zapto.org,zapto,legit
14153,estaciondelvalle963.com.ar,estaciondelvalle963,legit
14154,ui.ptlogin2.qq.com,ui.ptlogin2,legit
14155,updatemywin.fe100.net,fe100,legit
14156,garnichtlustig.com,garnichtlustig,legit
14157,qurl.f.360.cn,360,legit
14158,r.rogoeorogico2.com,rogoeorogico2,legit
14159,shortsearches.info,shortsearches,legit
14160,pvrfipvrs.co.cc,pvrfipvrs,dga
14161,afdcvumki.com,afdcvumki,dga
14162,www.download-leader.com,download-leader,legit
14163,droppinleverpro.ru,droppinleverpro,legit
14164,gwentpressurewashers.co.uk,gwentpressurewashers,legit
14165,lvctmusxcyz.tv,lvctmusxcyz,dga
14166,gema-lock14.in,gema-lock14,legit
14167,60tsbo1iiz5db1to44sn1procc3.net,60tsbo1iiz5db1to44sn1procc3,dga
14168,oyjecgqknpbxav.com,oyjecgqknpbxav,dga
14169,burigiqesulaja.com,burigiqesulaja,legit
14170,hellinhell.no-ip.org,no-ip,legit
14171,rerumejid.com,rerumejid,legit
14172,bgyybqjkkvygigfa.com,bgyybqjkkvygigfa,dga
14173,zuhnny1.no-ip.org,no-ip,legit
14174,www.greenpeace.org,greenpeace,legit
14175,pcbusiness.co.cc,pcbusiness,legit
14176,tysyzapobuvy.com,tysyzapobuvy,dga
14177,bodybuilders.com,bodybuilders,legit
14178,folusho.com,folusho,legit
14179,estatefire.com,estatefire,legit
14180,meduci.com,meduci,legit
14181,pinus.kqs.pl,kqs,legit
14182,hdgh.ddns.info,ddns,legit
14183,honnyaku.com,honnyaku,legit
14184,forum.malekal.com,malekal,legit
14185,hhuejcqdbjrnv.com,hhuejcqdbjrnv,dga
14186,arschgeburtenshop.com,arschgeburtenshop,legit
14187,pcgthnl.net,pcgthnl,dga
14188,qrrkriwexgsismxs.ru,qrrkriwexgsismxs,dga
14189,photoclubs.com,photoclubs,legit
14190,gsdntppsfm.org,gsdntppsfm,dga
14191,kadds.ru,kadds,legit
14192,083007e00424.meetri.net,meetri,legit
14193,mecaqyvupi.com,mecaqyvupi,dga
14194,autoscan.co.cc,autoscan,legit
14195,bulkreader.co.cc,bulkreader,legit
14196,ppgessnvvn.com,ppgessnvvn,legit
14197,android.sh,android,legit
14198,searchaudience.org,searchaudience,legit
14199,freebell.co.cc,freebell,legit
14200,wisobivesu.com,wisobivesu,legit
14201,ad.foxitreader.cn,foxitreader,legit
14202,widecast.co.cc,widecast,legit
14203,lavanayatrade.co.in,lavanayatrade,legit
14204,ilinariosondakota.zapto.org,zapto,legit
14205,4xtrem13008.no-ip.org,no-ip,legit
14206,superpuppysoup.com,superpuppysoup,legit
14207,c2.downlloaddatamy.info,downlloaddatamy,legit
14208,hknetmail.com,hknetmail,legit
14209,sovejecogiqek.com,sovejecogiqek,legit
14210,runeescapejagex.zapto.org,zapto,legit
14211,testsec.lofter.com,lofter,legit
14212,myxvaauxqh.ru,myxvaauxqh,dga
14213,searchraspy.org,searchraspy,legit
14214,02d1be7.netsolhost.com,netsolhost,legit
14215,sozagyloby.com,sozagyloby,dga
14216,verywell.xan7rafx.biz,xan7rafx,dga
14217,myehohyjku.net,myehohyjku,dga
14218,oralaural.com,oralaural,legit
14219,ze.pusikuracbre.com,pusikuracbre,legit
14220,nnixduvtkqmtjup.com,nnixduvtkqmtjup,dga
14221,googleup.no-ip.biz,no-ip,legit
14222,vizizurevypa.com,vizizurevypa,legit
14223,"baiiimak.no-ip,biz","no-ip,biz",legit
14224,bl4k2.zapto.org,zapto,legit
14225,dfdev.su,dfdev,legit
14226,ckpmgcdlsidwsdno.ru,ckpmgcdlsidwsdno,dga
14227,soleilberbere.com,soleilberbere,legit
14228,odgrqjvymxofstvmrvt.com,odgrqjvymxofstvmrvt,dga
14229,citigroup.com,citigroup,legit
14230,www.cmyip.com,cmyip,legit
14231,avasquestion.com,avasquestion,legit
14232,3honorsolo.no-ip.biz,no-ip,legit
14233,wwwdev.babylon.com,babylon,legit
14234,2niggablack.no-ip.info,no-ip,legit
14235,verseuable.com,verseuable,legit
14236,slvkqlmyrwh.com,slvkqlmyrwh,dga
14237,whatismyip.akamai.com,akamai,legit
14238,narrow-waitress.ae.am,narrow-waitress,legit
14239,asianavenue.com,asianavenue,legit
14240,czxktmibwsunnto.com,czxktmibwsunnto,dga
14241,globalrealtyopportunities.com,globalrealtyopportunities,legit
14242,teddy1223.zapto.org,zapto,legit
14243,191807e00535.weirden.com,weirden,legit
14244,gbin2.no-ip.info,no-ip,legit
14245,dkpcztxjhlmgppzrd.com,dkpcztxjhlmgppzrd,dga
14246,bigmir.net,bigmir,legit
14247,labrechadera.duckdns.org,duckdns,legit
14248,avaintellegeron.com,avaintellegeron,legit
14249,clickpaterson.org,clickpaterson,legit
14250,annotatinggramma.info,annotatinggramma,legit
14251,gallatinriver.net,gallatinriver,legit
14252,mralgtgwxvqnarpx.com,mralgtgwxvqnarpx,dga
14253,qtdlnxbqfohcpwft.ru,qtdlnxbqfohcpwft,dga
14254,jkocxjytlxvytl.com,jkocxjytlxvytl,dga
14255,xkronikx.no-ip.org,no-ip,legit
14256,4turka.com,4turka,legit
14257,luanaarts.com.br,luanaarts,legit
14258,x538sie5sgmc41ociw1xszeto.net,x538sie5sgmc41ociw1xszeto,dga
14259,tajniagent.no-ip.biz,no-ip,legit
14260,njjjhlpmlhm.com,njjjhlpmlhm,dga
14261,janpollj.com,janpollj,legit
14262,dzhlenlolknhinqafg.com,dzhlenlolknhinqafg,dga
14263,c2.dcgamenetwork.com,dcgamenetwork,legit
14264,bosnoto.net,bosnoto,legit
14265,jnpquwdupgauq.com,jnpquwdupgauq,dga
14266,jpmjjkjjok.osgate.net,osgate,legit
14267,disorbs.no-ip.org,no-ip,legit
14268,003007e00401.weirden.com,weirden,legit
14269,unapoint.cx.cc,unapoint,legit
14270,qasopepin.com,qasopepin,legit
14271,clubstas.de,clubstas,legit
14272,download.lollipop-network.com,lollipop-network,legit
14273,dvuiyufxpkgm.com,dvuiyufxpkgm,dga
14274,client.toolmin.com,toolmin,legit
14275,vjckfodjtbobafxmc.com,vjckfodjtbobafxmc,dga
14276,israelupclose.org,israelupclose,legit
14277,edgeaim.in,edgeaim,legit
14278,gkhyjcvq.info,gkhyjcvq,dga
14279,browserfiles.net,browserfiles,legit
14280,www.bokparlor.se,bokparlor,legit
14281,zyqsmucfd.org,zyqsmucfd,dga
14282,l1k34g62244.no-ip.biz,no-ip,legit
14283,worrium.be,worrium,legit
14284,vqokjkmppvllwxuk.com,vqokjkmppvllwxuk,dga
14285,www.united-domains.de,united-domains,legit
14286,ftp.hackftp24.ha.ohost.de,ohost,legit
14287,nrightgigep.info,nrightgigep,legit
14288,vqqkqa.yt,vqqkqa,legit
14289,vsop.freetcp.com,freetcp,legit
14290,wazoocomics.cx.cc,wazoocomics,legit
14291,b1gjo3.no-ip.org,no-ip,legit
14292,fertileglass.myftp.info,myftp,legit
14293,iwdkogqhwchjkjd.com,iwdkogqhwchjkjd,dga
14294,mmmoney1.com,mmmoney1,legit
14295,daxhywdxvbiokh.pw,daxhywdxvbiokh,dga
14296,clickbewildered.org,clickbewildered,legit
14297,mwltfwuxy.biz,mwltfwuxy,dga
14298,pbxfdvizihgcv.com,pbxfdvizihgcv,dga
14299,mero66.no-ip.biz,no-ip,legit
14300,vomdkhr.org,vomdkhr,legit
14301,codingtradingfx.com,codingtradingfx,legit
14302,1463420724.net-testhdd.us,net-testhdd,legit
14303,services.msnservers.com,msnservers,legit
14304,2shadow.no-ip.info,no-ip,legit
14305,mevrkmxjwwk.cc,mevrkmxjwwk,dga
14306,232707e0040e.riffwire.net,riffwire,legit
14307,nlnywfoaz.info,nlnywfoaz,dga
14308,1461888643.httpgo.net,httpgo,legit
14309,frequentglass.xe.cx,frequentglass,legit
14310,lertionk04.be,lertionk04,legit
14311,spaciousconcentrichost.net,spaciousconcentrichost,legit
14312,4tr9.no-ip.info,no-ip,legit
14313,down.baidu2016.com,baidu2016,legit
14314,brookfarm.com.au,brookfarm,legit
14315,ftp.phoenix-cc.net,phoenix-cc,legit
14316,www.curseator.com,curseator,legit
14317,3testingdarkcomet.no-ip.biz,no-ip,legit
14318,agtlyyptrzfugnwoqb.ru,agtlyyptrzfugnwoqb,dga
14319,valentinenoodle.com,valentinenoodle,legit
14320,www.eloise013.olympe.in,olympe,legit
14321,cadulovocagat.com,cadulovocagat,legit
14322,rocky.njrfc.com,njrfc,legit
14323,jefomej.info,jefomej,legit
14324,xxfewcg.biz,xxfewcg,dga
14325,hycpqwttwfmpbqdq.xyz,hycpqwttwfmpbqdq,dga
14326,1463639499.incom-softpro.in,incom-softpro,legit
14327,kozlov.orlov-alexandr.com,orlov-alexandr,legit
14328,bsbuhapqbw.org,bsbuhapqbw,dga
14329,pinebus.ru,pinebus,legit
14330,mitsubishidehumidifiers.co.uk,mitsubishidehumidifiers,legit
14331,oiascwnofds.biz,oiascwnofds,dga
14332,www.mydowncenter.me,mydowncenter,legit
14333,5ae4d66001.biz,5ae4d66001,dga
14334,ww29.vjh.coom.in,coom,legit
14335,arlexdar.com,arlexdar,legit
14336,cs.cheatgame.org,cheatgame,legit
14337,tracker.marinsm.com,marinsm,legit
14338,kusexynogemi.com,kusexynogemi,legit
14339,downloads2.platrium.com,platrium,legit
14340,xdanx.dyndns.org,dyndns,legit
14341,oqswultpfw.biz,oqswultpfw,dga
14342,nngxnmw.com,nngxnmw,dga
14343,ns1.boxonline2.net,boxonline2,legit
14344,mymucero.com,mymucero,legit
14345,bestdns.co.cc,bestdns,legit
14346,susians.com,susians,legit
14347,clicktucson.org,clicktucson,legit
14348,xxkellerman.no-ip.biz,no-ip,legit
14349,smtp.sbcglobal.yahoo.com,yahoo,legit
14350,gege.zgpmsj.com,zgpmsj,legit
14351,betchatplay.ce.ms,betchatplay,legit
14352,lscyqrjofqmtn.com,lscyqrjofqmtn,dga
14353,handierarpeggiators.info,handierarpeggiators,legit
14354,qqsya.dopitter.info,dopitter,legit
14355,gema-lock10.in,gema-lock10,legit
14356,ww29.ohohi.coom.in,coom,legit
14357,d.mx.mail.yahoo.com,yahoo,legit
14358,bringsomedata.com,bringsomedata,legit
14359,misoneo.vv.cc,misoneo,legit
14360,101207e00516.weirden.com,weirden,legit
14361,apnmedia.ask.com,ask,legit
14362,bcky.zapto.org,zapto,legit
14363,gefeera.in,gefeera,legit
14364,kbvmxwjxtvncddaiyb.com,kbvmxwjxtvncddaiyb,dga
14365,planetaestate.it,planetaestate,legit
14366,clickclans.ru,clickclans,legit
14367,1wg8zsl11kyoav14r4v2m1uqhl1l.com,1wg8zsl11kyoav14r4v2m1uqhl1l,dga
14368,totesites.ce.ms,totesites,legit
14369,promos.fling.com,fling,legit
14370,zetofyhecynovu.com,zetofyhecynovu,dga
14371,omgjqeihvrtysmi.ru,omgjqeihvrtysmi,dga
14372,survivalschijt.no-ip.biz,no-ip,legit
14373,protectboot.co.cc,protectboot,legit
14374,wxytgnojesteouwb.pl,wxytgnojesteouwb,dga
14375,westhillsstl.org,westhillsstl,legit
14376,4ytzz.super-promo.0518.pics,0518,legit
14377,Relbel.no-ip.biz,no-ip,legit
14378,itehtxcch.com,itehtxcch,legit
14379,raboo.com,raboo,legit
14380,dfsasdf.zapto.org,zapto,legit
14381,oxumusaly.pl,oxumusaly,legit
14382,2.0.0.37056.2189801016.609047247.0.4096.9207969d825a1cf2888da62ee95e5588a728a1066e5220634f.hfuidhfd.jp,hfuidhfd,dga
14383,opncxvfc.com,opncxvfc,dga
14384,marketwatchmbee.com,marketwatchmbee,legit
14385,ns.msffncsi.com,msffncsi,dga
14386,fopykybybydy.com,fopykybybydy,legit
14387,TRANSERSDATAFORME.COM,TRANSERSDATAFORME,legit
14388,cgisutadrreeofer.com,cgisutadrreeofer,legit
14389,sealeded.biz,sealeded,legit
14390,ycallier.com,ycallier,legit
14391,phiyhlppvzwpztlfjbzxba.info,phiyhlppvzwpztlfjbzxba,dga
14392,cbehwbafqn.com,cbehwbafqn,dga
14393,download.macromedia.com,macromedia,legit
14394,fyzybopufanuj.com,fyzybopufanuj,dga
14395,daqocokidepo.com,daqocokidepo,legit
14396,ntqbbnywghbjvsoivo.com,ntqbbnywghbjvsoivo,dga
14397,1463420649.net-testhdd.us,net-testhdd,legit
14398,hxvadvideqaztbanqr.com,hxvadvideqaztbanqr,legit
14399,sukanaf.net,sukanaf,legit
14400,droidroots.com,droidroots,legit
14401,sotyofbralire.com,sotyofbralire,legit
14402,mckessonhboc.com,mckessonhboc,legit
14403,trindademoveis.com.br,trindademoveis,legit
14404,vrjqehsppcgprhs.biz,vrjqehsppcgprhs,dga
14405,cheapshoes.ddns.net,ddns,legit
14406,u0qv.mkkuei4kdsz.com,mkkuei4kdsz,dga
14407,gbin1.no-ip.info,no-ip,legit
14408,howhkddhnlrygqdh.com,howhkddhnlrygqdh,dga
14409,webersmokeymountaincookerreview.com,webersmokeymountaincookerreview,legit
14410,usindasea.ce.ms,usindasea,legit
14411,leadingsavings.co.cc,leadingsavings,legit
14412,safeplus.co.cc,safeplus,legit
14413,myfilecenter.com,myfilecenter,legit
14414,track.v2.sslsecure2.com,sslsecure2,legit
14415,tds.net,tds,legit
14416,depone1.no-ip.biz,no-ip,legit
14417,aol.com,aol,legit
14418,thinkpathmedia.osa.pl,osa,legit
14419,isiwladnpeych.ru,isiwladnpeych,dga
14420,anthem.com,anthem,legit
14421,rhythmz.us,rhythmz,legit
14422,worldprotection.co.cc,worldprotection,legit
14423,hothatuns.ws,hothatuns,legit
14424,4krakorakis.no-ip.org,no-ip,legit
14425,web-http.servehttp.com,servehttp,legit
14426,rtyk.zyns.com,zyns,legit
14427,ultrarua.com,ultrarua,legit
14428,start-916981.com,start-916981,legit
14429,dhirimruan.com,dhirimruan,legit
14430,ywaxeweq.com,ywaxeweq,legit
14431,errors.crossrider.com,crossrider,legit
14432,prof.eorezo.com,eorezo,legit
14433,dexterslab.webege.com,webege,legit
14434,www.nationalevictionservices.com,nationalevictionservices,legit
14435,www.download-servers.com,download-servers,legit
14436,indosat.com,indosat,legit
14437,sspackaginggroup.com,sspackaginggroup,legit
14438,dowpoint.net,dowpoint,legit
14439,kizikocidorek.com,kizikocidorek,legit
14440,nxoqq.ru,nxoqq,legit
14441,granatebit.com,granatebit,legit
14442,static.tumblr.com,tumblr,legit
14443,schoolofthenations.com,schoolofthenations,legit
14444,pklnzld.co.cc,pklnzld,dga
14445,sonymaind20k.ru,sonymaind20k,legit
14446,nw.curboc.com,curboc,legit
14447,gfdg.isasecret.com,isasecret,legit
14448,dodksa.co.cc,dodksa,legit
14449,1tn0152zh.co.cc,1tn0152zh,dga
14450,mugensrat.no-ip.biz,no-ip,legit
14451,957trip.cu.cc,957trip,legit
14452,www.weather.com,weather,legit
14453,avmvnhsasuslrxswsyp.com,avmvnhsasuslrxswsyp,dga
14454,charulette.cx.cc,charulette,legit
14455,donotshotnigers.com,donotshotnigers,legit
14456,dualmenu.co.cc,dualmenu,legit
14457,sdra.jaymad.net,jaymad,legit
14458,www.niushijiegame.com,niushijiegame,legit
14459,liststitch.com,liststitch,legit
14460,toriptwmwmunphdkxt.com,toriptwmwmunphdkxt,dga
14461,adrif68.no-ip.org,no-ip,legit
14462,FetReZ4xafrec5a.in,FetReZ4xafrec5a,legit
14463,noaztytswxyccnkj.ru,noaztytswxyccnkj,dga
14464,rkmdrhjmdmaqawpa.com,rkmdrhjmdmaqawpa,dga
14465,keoadg.co.cc,keoadg,legit
14466,hanakuh.info,hanakuh,legit
14467,uhguoyhafk.com,uhguoyhafk,dga
14468,fredsxgdbevcdt.com,fredsxgdbevcdt,legit
14469,gripas.zapto.org,zapto,legit
14470,fhlfkhytwhsr.com,fhlfkhytwhsr,dga
14471,os.softportalcdn.com,softportalcdn,legit
14472,ezboknysotycrr.com,ezboknysotycrr,dga
14473,labels.satelliterecords.com,satelliterecords,legit
14474,www.ipaddressworld.com,ipaddressworld,legit
14475,gema-lock13.in,gema-lock13,legit
14476,cuneqyqetyroj.com,cuneqyqetyroj,dga
14477,www.talkradio760.com,talkradio760,legit
14478,panomanih.com,panomanih,legit
14479,egipe.com,egipe,legit
14480,apps.game.qq.com,apps.game,legit
14481,gznuqrs.co.cc,gznuqrs,dga
14482,xujqapatruvqx.com,xujqapatruvqx,dga
14483,rabiaa.no-ip.biz,no-ip,legit
14484,pelicula20.com,pelicula20,legit
14485,crskrxixlhtjoahag.com,crskrxixlhtjoahag,dga
14486,abtdiagnostic.com,abtdiagnostic,legit
14487,tmokatoxyzum.com,tmokatoxyzum,dga
14488,abomm2.mine.nu,mine,legit
14489,verizonwireless.com,verizonwireless,legit
14490,1siegewow.no-ip.info,no-ip,legit
14491,mainresolve.co.cc,mainresolve,legit
14492,OLOFFPOBLGONAPBMHOAIIBEEKODIMBELMEEOMHEBMKKFJPGJPCHMPFIPAJICAMI.FAPIIACJLAFJOGIEFDCHOLKLEDOLHDBLKDELNDHLACKKDCNNGFANJFDMMEGMPEJ.MCDMLFDPLICCKLCFNO.ns1.msffncsi.com,msffncsi,dga
14493,xydocyquk.com,xydocyquk,dga
14494,www.bullpride-kennel.de,bullpride-kennel,legit
14495,pokoqvrj.co.cc,pokoqvrj,dga
14496,orp-pro.org,orp-pro,legit
14497,staticrr.sslsecure4.com,sslsecure4,legit
14498,130907e00504.weirden.com,weirden,legit
14499,root.zapto.org,zapto,legit
14500,sydocohevabu.com,sydocohevabu,legit
14501,cosehduitwhveyawpvb.com,cosehduitwhveyawpvb,dga
14502,jdhuxltnxmbmvnm.com,jdhuxltnxmbmvnm,dga
14503,isimmcncd3qncc3w5b.8sbu90jxss.com,8sbu90jxss,dga
14504,fullreactor.co.cc,fullreactor,legit
14505,ww29.vgfsgvas.coom.in,coom,legit
14506,efct.su,efct,legit
14507,static-site.soonnight.com,soonnight,legit
14508,truyenne.net,truyenne,legit
14509,vccpiijuc.com,vccpiijuc,dga
14510,imms.dynamicdns.me.uk,dynamicdns,legit
14511,repavukoqipez.com,repavukoqipez,dga
14512,cnet.com,cnet,legit
14513,hhioysqydyvkfs.com,hhioysqydyvkfs,dga
14514,free-pac.net,free-pac,legit
14515,mirro.billiesmarket.biz,billiesmarket,legit
14516,cpureader.co.cc,cpureader,legit
14517,sekvend.com,sekvend,legit
14518,firstfiresystems.com,firstfiresystems,legit
14519,tradeledstore.co.uk,tradeledstore,legit
14520,fajomowiqy.com,fajomowiqy,dga
14521,lonelyday02.ine,ine,legit
14522,3360trp0.is-a-guru.com,is-a-guru,legit
14523,1463596094.nhttpunit.net,nhttpunit,legit
14524,redmator.com,redmator,legit
14525,wuhefifyfaqexi.com,wuhefifyfaqexi,legit
14526,login.ipwhois.co.uk,ipwhois,legit
14527,staticrr.sslsecure3.com,sslsecure3,legit
14528,1392298497.shotwhis.com,shotwhis,legit
14529,lofohejav.com,lofohejav,legit
14530,qajrwomjnx.com,qajrwomjnx,dga
